Source,Target,Edge,Coef
PPARG,STAT4,1,0.010732988103220837
TRAF4,STAT4,1,0.024397606909887695
MAFK,STAT4,1,0.025976775050931097
ZBTB16,STAT4,1,0.011291168394439229
TCF3,STAT4,-1,-0.0765593969243699
SOX12,STAT4,-1,-0.10421177747153604
CEBPG,STAT4,-1,-0.007195235120372956
TAL1,STAT4,-1,-0.07886219850395697
NKX2-5,STAT4,1,0.004283964836903437
RUNX1,STAT4,1,0.015003203605905142
SOX11,STAT4,-1,-0.06722168418122014
ELF4,STAT4,1,0.0179803867820964
HOXC11,STAT4,1,0.0018577419418195316
TFAP2B,STAT4,1,0.01714186716476137
IRF1,STAT4,1,0.0792080228228988
FOXF2,STAT4,-1,-0.04772548458720537
RUNX2,STAT4,1,0.04228640906860024
SATB1,STAT4,1,0.10559167744738089
HOXC6,STAT4,-1,-0.032057005771208374
MAF,STAT4,-1,-0.025651245412978623
MAX,STAT4,1,0.04326997710821405
IRF2,STAT4,-1,-0.06620766846063396
LMO2,STAT4,-1,-0.013358031848021229
PRDM1,STAT4,1,0.09574374288881661
FOXO4,STAT4,1,0.039348823980131564
FOXC1,STAT4,1,0.028253523660385367
HOXA10,STAT4,-1,-0.057932601970162104
SMAD3,STAT4,1,0.07579545884775338
FOXO1,STAT4,-1,-0.004777336349789609
TGIF2,STAT4,1,0.0076155684162359915
MEIS1,STAT4,-1,-0.022254118384727305
POU3F2,STAT4,1,0.02209463040250628
MAZ,STAT4,1,0.005000308872324952
TTF1,STAT4,1,0.0684163908480886
SOX1,STAT4,1,0.02178860565408947
TBX5,STAT4,1,0.027191343928672236
SIX6,STAT4,1,0.017813906517432157
MSX1,STAT4,-1,-0.033060755603926455
MAFB,STAT4,1,0.03596325216276058
NFATC4,STAT4,1,0.00854228346470543
ARID3A,STAT4,-1,-0.002690494750101531
FOXM1,STAT4,1,0.025656501869775986
TEAD1,STAT4,-1,-0.007507344722806902
FOXO3,STAT4,1,0.00036269367841595474
HOXA9,STAT4,1,0.03874227465662618
TFAP4,STAT4,1,0.05956049823584819
ERG,TRIM28,-1,-0.007085973298323572
MYBL2,TRIM28,1,0.14544187018710705
FOSL1,TRIM28,1,0.05454901295346601
NRF1,TRIM28,1,0.11058315060630002
E2F1,TRIM28,1,0.06384031973811104
SOX9,TRIM28,1,0.012225237932777331
ZNF281,TRIM28,1,0.39239429604273485
SP1,TRIM28,-1,-0.05168060048883211
KLF11,TRIM28,1,0.033597622879044456
SP4,TRIM28,-1,-0.13757973149663086
E2F4,TRIM28,1,0.043705961104949
KLF15,TRIM28,1,0.00031226664138959075
JDP2,TRIM28,-1,-0.0033672224979112153
SPI1,TRIM28,1,0.09353860100714315
SOX2,TRIM28,-1,-0.01909042389965868
SRF,TRIM28,-1,-0.04737077330816328
ATF7,TRIM28,-1,-0.2038686261556092
PATZ1,TRIM28,1,0.20686136322702997
MAFK,TRIM28,1,0.03350207865976128
TCF3,TRIM28,1,0.24064115356457572
IKZF1,TRIM28,-1,-0.2011159339367936
JUN,TRIM28,-1,-0.02655728588422783
TAL1,TRIM28,-1,-0.04445713305018767
FOS,TRIM28,1,0.089095666808602
EGR1,TRIM28,-1,-0.03670612207629229
NR2E1,TRIM28,1,0.15123192608192032
ATF2,TRIM28,1,0.01861504460042121
CREB5,TRIM28,1,0.1467005253085321
IRF5,TRIM28,1,0.03288299789144932
ZNF232,TRIM28,1,0.20664404736315362
TFAP2A,TRIM28,-1,-0.13095949590819778
PAX6,TRIM28,-1,-0.06841739964191716
OSR2,TRIM28,-1,-0.03966402600563661
ETV1,SP1,-1,-0.03550021946603971
MEF2D,SP1,1,0.09278287355161137
SOX18,SP1,-1,-0.20691338013694974
MYBL2,SP1,1,0.00279792118017623
ELF5,SP1,-1,-0.11314726671452932
MEOX2,SP1,1,0.002206360348980711
SREBF2,SP1,-1,-0.03535634297021065
ELF3,SP1,-1,-0.1335569477819195
ETS1,SP1,1,0.10628997284247761
STAT4,SP1,-1,-0.1226071855812157
HMGA1,SP1,-1,-0.037020573059245575
TP53,SP1,-1,-0.002004973766563693
KLF11,SP1,-1,-0.008038555434968783
SP4,SP1,1,0.12058830460263958
HOXC13,SP1,-1,-0.05026505230474061
PBX1,SP1,1,0.008869355033900371
GBX2,SP1,1,0.03750526304990274
NFYA,SP1,1,0.09676647494273959
RXRA,SP1,-1,-0.0013355841886872905
GABPA,SP1,1,0.13714006237693163
HOXD9,SP1,1,0.0076995323965777665
SOX15,SP1,-1,-0.06362434135085387
TEAD3,SP1,1,0.04750748064857866
KLF15,SP1,1,0.015437035781837942
SPI1,SP1,-1,-0.05803995932358624
SOX2,SP1,1,0.03106027937701954
SRF,SP1,1,0.07232644073545258
THRA,SP1,-1,-0.024231394116770045
POU3F3,SP1,1,0.16522491845774828
PPARG,SP1,-1,-0.0020493100190866202
PATZ1,SP1,1,0.13763172592126624
TRAF4,SP1,-1,-0.016438636523897723
POU3F4,SP1,-1,-0.01859865860336266
ATF5,SP1,-1,-0.031060275020350598
SOX12,SP1,-1,-0.0504825871728329
JUN,SP1,1,0.04573290465916925
CEBPG,SP1,-1,-0.05082181136662849
XBP1,SP1,-1,-0.03036961559892904
STAT5A,SP1,1,0.12235753854963574
RUNX1,SP1,1,0.14746044888107593
VENTX,SP1,1,0.006116919883526463
HOXB3,SP1,-1,-0.01845515204997976
EMX2,SP1,-1,-0.004603593198571111
TFAP2B,SP1,-1,-0.01163833258190142
PRRX1,SP1,-1,-0.01836570662157596
TFAP2C,SP1,1,0.03944729359108295
FOXD3,SP1,-1,-0.00891364449952621
HOXD13,SP1,1,0.004039395113904327
IRF2,SP1,-1,-0.05933139601301212
POU4F1,SP1,1,0.0580368997498145
FOXO4,SP1,-1,-0.00024836879351908774
NKX2-2,SP1,-1,-0.11908785416514787
SCRT1,SP1,-1,-0.11716895927635394
FOXO1,SP1,-1,-0.03559375866158247
FOXC2,SP1,-1,-0.3065237744425493
POU3F2,SP1,-1,-0.04273650688447676
DLX6,SP1,-1,-0.04786514212517116
HOXD11,SP1,1,0.031034530435177014
FLI1,SP1,1,0.10420890967137447
HOXA4,SP1,-1,-0.010150145796462501
SOX1,SP1,-1,-0.03627016028949208
INSM1,SP1,-1,-0.012919667973389757
HOXA3,SP1,-1,-0.03768379564866277
ZNF350,SP1,1,0.015466235912440217
AR,SP1,1,0.06452507908034996
TEAD4,SP1,-1,-0.05816882360498684
PRDM4,SP1,1,0.0037975941680826707
MSX1,SP1,-1,-0.06180570023844077
SNAI2,SP1,-1,-0.03340851707398093
RARG,SP1,1,0.3317856528863741
ARID3A,SP1,1,0.006070913158602624
TBP,SP1,-1,-0.05770712630483327
FOXO3,SP1,1,0.08788247386514167
TFAP2A,SP1,-1,-0.014700759466641783
TBR1,SP1,-1,-0.06874857225550113
EN1,SP1,1,0.015615368169447828
ZNF35,SP1,1,0.07253338361364542
ETV1,NEUROD1,1,0.005137983685662144
MYBL2,NEUROD1,1,0.10530865804221644
FOSL1,NEUROD1,-1,-0.04561929097236905
ELF3,NEUROD1,1,0.03440211439025757
HOXD10,NEUROD1,1,0.032920811742870634
E2F1,NEUROD1,1,0.08166208799656882
AHR,NEUROD1,1,0.051642329366646395
ZNF281,NEUROD1,1,0.003227498374165764
FOXJ1,NEUROD1,-1,-0.10065142336184345
SP1,NEUROD1,-1,-0.15252788566091877
TP53,NEUROD1,-1,-0.018899768787458786
KLF11,NEUROD1,-1,-0.039677724334453005
RXRA,NEUROD1,-1,-0.06107228443033074
LEF1,NEUROD1,-1,-0.05297434716671562
SOX13,NEUROD1,-1,-0.11696031271623628
JDP2,NEUROD1,-1,-0.013456287303748855
SPI1,NEUROD1,1,0.0009905142757867188
PATZ1,NEUROD1,1,0.07125428640075591
TFE3,NEUROD1,-1,-0.009566565165710653
TCF3,NEUROD1,1,0.01576336628442686
JUN,NEUROD1,1,0.0699842225874824
ETV4,NEUROD1,-1,-0.08049677549580068
TAL1,NEUROD1,1,0.012842505799993308
SOX11,NEUROD1,1,0.07544128191441135
IRF1,NEUROD1,1,0.03607629147749912
PRDM1,NEUROD1,1,0.07827819925359991
FOXO1,NEUROD1,-1,-0.0019141700697599489
POU3F2,NEUROD1,1,0.09134234936132535
MAZ,NEUROD1,1,0.16283671021227059
TCF7L2,NEUROD1,1,0.021089146086100616
ETV3,NEUROD1,1,0.01997372400287559
HLF,NEUROD1,1,0.19090382638433442
HOXC4,NEUROD1,1,0.11167108628688555
TBP,NEUROD1,1,0.0017589404235432897
E2F8,NEUROD1,1,0.04299956243233141
ASCL2,NEUROD1,1,0.08087762790850549
HOXA9,NEUROD1,1,0.051266048786001134
ZNF35,NEUROD1,1,0.015225953921104023
ERG,HMGA1,-1,-0.10893050531800673
ETV1,HMGA1,1,0.06626934941225116
SOX18,HMGA1,-1,-0.009252625319582241
NR1H2,HMGA1,1,0.03845387290354667
MEOX2,HMGA1,-1,-0.11406258397053502
HOXC10,HMGA1,1,0.011663314878528347
TFCP2,HMGA1,1,0.09996855635604979
FOSL1,HMGA1,1,0.5108118681895598
ESRRG,HMGA1,-1,-0.026148920578388597
ELF3,HMGA1,-1,-0.025020848024398162
ERF,HMGA1,-1,-0.02695453637592633
E2F1,HMGA1,1,0.04272978678267942
ARID5A,HMGA1,1,0.034526330289711714
SOX21,HMGA1,1,0.06307267628739036
ETS1,HMGA1,1,0.07346207634311805
SOX9,HMGA1,-1,-0.12379187309406918
FOXJ1,HMGA1,-1,-0.039576916029241335
PLAG1,HMGA1,1,0.3114326463319298
STAT4,HMGA1,-1,-0.05536589174757974
TRIM28,HMGA1,1,0.12341968877926239
KLF11,HMGA1,-1,-0.06150859435701946
GBX2,HMGA1,1,0.10161034859323154
NFYA,HMGA1,1,0.08473380468696272
GABPA,HMGA1,1,0.05964383983709426
HOXD9,HMGA1,-1,-0.0032372984867164198
SOX15,HMGA1,1,0.0478186532005137
KLF15,HMGA1,1,0.03728349917250256
JDP2,HMGA1,-1,-0.0850531801620171
SPI1,HMGA1,1,0.19415711102337468
SRF,HMGA1,1,0.11749556715581129
THRA,HMGA1,1,0.005324903326119582
EWSR1,HMGA1,-1,-0.03995035443085158
PATZ1,HMGA1,1,0.04117836953193671
TRAF4,HMGA1,1,0.0960890437657578
POU3F4,HMGA1,-1,-0.035501692539411864
ZBTB16,HMGA1,-1,-0.025724342067630884
TCF3,HMGA1,-1,-0.0026807267875069555
MZF1,HMGA1,-1,-0.09462175849025672
SOX12,HMGA1,1,0.07187149026986411
E2F2,HMGA1,1,0.050515501120522555
CEBPG,HMGA1,1,0.054058787626335106
TAL1,HMGA1,-1,-0.08170891515520888
FOS,HMGA1,1,0.00566878592156924
HOXB3,HMGA1,-1,-0.0861169400747035
EGR1,HMGA1,1,0.010297027076000408
IRF1,HMGA1,-1,-0.025829151022069886
NR2C2,HMGA1,-1,-0.024577611242575695
PRRX1,HMGA1,-1,-0.05372596130835798
HOXD13,HMGA1,-1,-0.018641489896241533
FOXO4,HMGA1,1,0.016307020165646845
BACH1,HMGA1,-1,-0.08683938418809091
NKX2-2,HMGA1,1,0.10504644700069456
FOXC1,HMGA1,-1,-0.004474328754173354
FOXO1,HMGA1,-1,-0.10064763972078165
TGIF2,HMGA1,1,0.025119426238914687
PITX1,HMGA1,1,0.01608538092342066
DLX6,HMGA1,-1,-0.017213892607790302
MAZ,HMGA1,1,0.017875421602611227
HOXB2,HMGA1,1,0.031270276028213764
HOXD11,HMGA1,-1,-0.05081711142854924
RORA,HMGA1,-1,-0.19474085362037763
FLI1,HMGA1,-1,-0.019198986256272522
SOX1,HMGA1,-1,-0.011854414213296622
HOXB13,HMGA1,-1,-0.05796514209941236
MSX2,HMGA1,-1,-0.05791691013018794
ELF2,HMGA1,-1,-0.0905805965782625
FOXO3,HMGA1,-1,-0.016356377197649163
PAX6,HMGA1,-1,-0.07432682633381368
ZNF35,HMGA1,-1,-0.012631077543187963
NR2F6,ZNF219,1,0.08289423947472546
MYBL2,ZNF219,-1,-0.02664946978449875
KLF13,ZNF219,1,0.03093689682661897
FOSL1,ZNF219,1,0.022597842381617435
ESRRG,ZNF219,1,0.0969737942568059
RARA,ZNF219,1,0.04790146333671428
CNOT3,ZNF219,1,0.059772927251114064
HOXD10,ZNF219,-1,-0.07218694758133166
E2F1,ZNF219,1,0.04784797853660439
SOX21,ZNF219,1,0.013786967839523934
CTF1,ZNF219,-1,-0.0057345762625141935
ETS1,ZNF219,-1,-0.003565602043901809
SOX9,ZNF219,1,0.017963983517162347
STAT4,ZNF219,-1,-0.02139863076302953
TRIM28,ZNF219,1,0.011837582677998806
SP1,ZNF219,-1,-0.04900120983528895
E2F4,ZNF219,-1,-0.05230688550756733
SOX15,ZNF219,1,0.05955100466071881
GATA6,ZNF219,1,0.02329914500937696
STAT5B,ZNF219,1,0.04390690656796834
LEF1,ZNF219,-1,-0.05423398889870162
KLF15,ZNF219,1,0.02214079910883459
SOX2,ZNF219,1,0.05691532187786366
SRF,ZNF219,-1,-0.0038170016803589055
EWSR1,ZNF219,-1,-0.007507445797969448
ESR2,ZNF219,1,0.11775431731092316
TRAF4,ZNF219,1,0.03962673493187424
NFKB1,ZNF219,1,0.04605445000322631
TCF3,ZNF219,1,0.09655538050653298
ATF5,ZNF219,-1,-0.01850410005970653
NKX2-5,ZNF219,1,0.011664325972926552
RUNX1,ZNF219,1,0.02750618612860072
HOXB9,ZNF219,-1,-0.09427575553404086
HOXC11,ZNF219,1,0.033371866224050986
PLAGL1,ZNF219,-1,-0.014592358595297198
TFAP2B,ZNF219,1,0.03907127504447677
FOXF2,ZNF219,1,0.04607857382100449
MAX,ZNF219,1,0.148841562669496
FOXD3,ZNF219,1,0.022373280516029184
NR2E1,ZNF219,-1,-0.04867153766523621
IRF2,ZNF219,1,0.01851717358403938
LMO2,ZNF219,1,0.09362648815328543
PRDM1,ZNF219,-1,-0.0519284904969133
BACH1,ZNF219,-1,-0.05715294391676519
SMAD3,ZNF219,-1,-0.009450664786211562
ATF2,ZNF219,-1,-0.038524025089314635
TGIF2,ZNF219,-1,-0.039219566107513586
MAZ,ZNF219,1,0.10885137143655205
TCF7L2,ZNF219,1,0.07509138986712754
SOX1,ZNF219,1,0.07935266090341249
MAFB,ZNF219,-1,-0.03001080694179917
RUNX3,ZNF219,1,0.06502834692980818
PEG10,ZNF219,1,0.0017299091440132143
NFATC4,ZNF219,1,0.06943213158412054
TBP,ZNF219,-1,-0.004936843557343619
PPARA,ZNF219,-1,-0.00852933530266573
BCL6,ZNF219,-1,-0.03499643724619207
ASCL2,ZNF219,1,0.08499854596442381
HOXA9,ZNF219,1,0.00021465045356466333
PAX6,ZNF219,1,0.00991713352563503
ZNF35,ZNF219,1,0.0033563677482885295
ETV1,ZBTB33,1,0.05500919985819057
ELF5,ZBTB33,-1,-0.15377749630446744
ELK1,ZBTB33,1,0.1253391390157486
SP1,ZBTB33,1,0.39508963746181774
RXRA,ZBTB33,1,0.0929812675340957
GABPA,ZBTB33,1,0.49427764130537744
SOX13,ZBTB33,1,0.018160245143622657
SPI1,ZBTB33,1,0.08322814877290206
SOX2,ZBTB33,1,0.10735419647360042
ZBTB16,ZBTB33,-1,-0.10345898198346654
TCF3,ZBTB33,1,0.006244153188190402
NFATC1,ZBTB33,-1,-0.016276437803089308
ELF4,ZBTB33,-1,-0.18276171974269248
TFAP2B,ZBTB33,-1,-0.06755525552974263
IRF1,ZBTB33,-1,-0.1854350461317709
IRF2,ZBTB33,1,0.0796052209901966
PRDM1,ZBTB33,-1,-0.1855119255839294
BACH1,ZBTB33,1,0.023676941720299084
ETV5,ZBTB33,-1,-0.12526429234578113
FOXO1,ZBTB33,1,0.09472701529492127
IRF7,ZBTB33,1,0.046556626848692065
POU3F2,ZBTB33,1,0.009599498718069442
MAFB,ZBTB33,-1,-0.04123113459650232
ELF2,ZBTB33,1,0.04122735877827302
TFAP4,ZBTB33,1,0.09111487494939668
NR2F6,TP53,-1,-0.007936437219300308
HSF1,TP53,-1,-0.12905396339810093
ELK1,TP53,-1,-0.025676376771979086
RELA,TP53,1,0.3805928949974818
SP100,TP53,-1,-0.029523128505454917
CNOT3,TP53,1,0.033497614595058116
SREBF2,TP53,1,0.025781032836698397
ERF,TP53,1,0.1042879290040899
E2F1,TP53,1,0.03107808486391774
ARID5A,TP53,1,0.018769637638934016
SOX9,TP53,1,0.14738028026883238
HMGA1,TP53,1,0.0068163916342402564
KLF11,TP53,-1,-0.0582729644356373
E2F4,TP53,1,0.052002537029689835
SOX4,TP53,1,0.13111935270837338
GABPA,TP53,1,0.14612437779608442
SOX15,TP53,1,0.013008579660425512
KLF15,TP53,1,0.011085174377716379
SOX13,TP53,1,0.013927515399576674
SOX2,TP53,1,0.033021140962654204
SRF,TP53,-1,-0.012416003898933487
EWSR1,TP53,1,0.011922270435786546
CEBPA,TP53,1,0.07593015882913934
NFKB1,TP53,1,0.17750180763545056
TCF3,TP53,1,0.12334386397640722
ELK3,TP53,1,0.013129182082246652
RFX2,TP53,-1,-0.024157286871054708
JUN,TP53,-1,-0.001684824529289413
ETV4,TP53,1,0.016971770919767544
XBP1,TP53,-1,-0.053539772893783553
SOX11,TP53,-1,-0.025495683255828412
HOXB9,TP53,1,0.051314059592114734
EGR1,TP53,-1,-0.0018586745153501363
FOXD3,TP53,-1,-0.019766535799733254
IRF2,TP53,1,0.023184884231000527
POU4F1,TP53,-1,-0.008115196759806731
FOXO4,TP53,-1,-0.12585469506845906
ETV5,TP53,1,0.08479512275091487
ATF2,TP53,1,0.1466220415042254
NR2F1,TP53,-1,-0.07481188562052694
PITX1,TP53,-1,-0.06762230771283592
FEV,TP53,-1,-0.0532096372457015
HOXD11,TP53,-1,-0.0020586833141169212
ETV3,TP53,-1,-0.035393229255638405
RORA,TP53,-1,-0.059987564945230054
FLI1,TP53,1,0.0013815823447171022
SOX1,TP53,-1,-0.0459973831689898
NR4A1,TP53,-1,-0.004022944655590063
NFATC4,TP53,1,0.0393470201477023
PPARA,TP53,-1,-0.052842798411143865
BCL6,TP53,-1,-0.05540085345229658
ERG,ZBTB7B,-1,-0.11899501402119303
ETV1,ZBTB7B,-1,-0.016308803395764338
MEF2D,ZBTB7B,1,0.12531591042411314
SOX18,ZBTB7B,1,0.05262747992668112
ELK1,ZBTB7B,1,0.0952710040259057
TFCP2,ZBTB7B,-1,-0.08643796679604356
ZNF652,ZBTB7B,-1,-0.11136805551784755
ELF3,ZBTB7B,1,0.10030719857173354
ERF,ZBTB7B,1,0.12222518514994846
CTF1,ZBTB7B,1,0.281597787242803
ETS1,ZBTB7B,-1,-0.020370879317053666
MEF2A,ZBTB7B,-1,-0.22387022444728916
SOX9,ZBTB7B,-1,-0.15307384238725855
ZNF281,ZBTB7B,1,0.03146414268730689
PLAG1,ZBTB7B,-1,-0.07372315971606325
STAT4,ZBTB7B,-1,-0.18288867460584773
SP1,ZBTB7B,1,0.05900326288544645
ZNF219,ZBTB7B,1,0.024879771010184046
TP53,ZBTB7B,-1,-0.031373064086859
SP4,ZBTB7B,-1,-0.15609721838359364
PBX1,ZBTB7B,1,0.07562553994938269
NFYA,ZBTB7B,-1,-0.03345589103524577
RXRA,ZBTB7B,1,0.03615437263866021
GABPA,ZBTB7B,-1,-0.09747372102967149
ZNF282,ZBTB7B,1,0.08163523811119333
ETV6,ZBTB7B,-1,-0.011297087375958048
TEAD3,ZBTB7B,-1,-0.03077370466525519
LEF1,ZBTB7B,1,0.047519909209049596
KLF15,ZBTB7B,-1,-0.02583384806624128
ELF1,ZBTB7B,-1,-0.010840103584534515
SPI1,ZBTB7B,1,0.08981526235775046
SOX2,ZBTB7B,1,0.08466437554997898
SRF,ZBTB7B,1,0.12086164653873321
POU3F3,ZBTB7B,1,0.07856597384347087
EWSR1,ZBTB7B,-1,-0.037165850227397
PPARG,ZBTB7B,1,0.029408352079081396
PATZ1,ZBTB7B,-1,-0.11852424989030975
MAFK,ZBTB7B,1,0.17848244308755573
ELK3,ZBTB7B,1,0.07514646307796537
IKZF1,ZBTB7B,1,0.3222937007235603
JUN,ZBTB7B,1,0.13295461412519852
ETV4,ZBTB7B,-1,-0.02952157428926937
TAL1,ZBTB7B,1,0.04220122376347288
RUNX1,ZBTB7B,-1,-0.1215274145907783
ELF4,ZBTB7B,1,0.111964448289307
PLAGL1,ZBTB7B,-1,-0.15337478252953896
TFAP2B,ZBTB7B,1,0.055713885641126025
ELK4,ZBTB7B,1,0.09815978241745991
EGR1,ZBTB7B,-1,-0.18826058522140424
FOXF2,ZBTB7B,-1,-0.11716532476746032
MAF,ZBTB7B,1,0.17279218344571357
TFAP2C,ZBTB7B,-1,-0.057206725276692225
MAX,ZBTB7B,-1,-0.13932694828101264
LMO2,ZBTB7B,-1,-0.0628308208374353
PRDM1,ZBTB7B,1,0.1250254017484103
ETV5,ZBTB7B,-1,-0.06542682767676479
SMAD3,ZBTB7B,-1,-0.0846483282155164
FOXO1,ZBTB7B,-1,-0.05618275883927768
MAZ,ZBTB7B,1,0.05287848481374155
ETV3,ZBTB7B,1,0.11939909306351539
RORA,ZBTB7B,1,0.14505171512109752
FLI1,ZBTB7B,1,0.17704114943543522
TBX5,ZBTB7B,-1,-0.13566499012597635
AR,ZBTB7B,-1,-0.015487508067186668
MSX1,ZBTB7B,-1,-0.12283073971983653
ETS2,ZBTB7B,-1,-0.0593225484943677
RARG,ZBTB7B,1,0.09491963947984418
TEAD1,ZBTB7B,1,0.07948382814081117
TBP,ZBTB7B,1,0.16574593823559602
ELF2,ZBTB7B,-1,-0.060597727544378754
PPARA,ZBTB7B,1,0.2293817057606839
SREBF1,ZBTB7B,1,0.14943503546405718
ASCL2,ZBTB7B,1,0.08167945353266852
TFAP2A,ZBTB7B,-1,-0.1379284427188247
PAX6,ZBTB7B,-1,-0.042508599613473926
ERG,KLF11,1,0.1444588005279552
MEOX2,KLF11,-1,-0.030690819698279605
SREBF2,KLF11,1,0.004205595829490368
ELF3,KLF11,1,0.012885511253612423
ZNF281,KLF11,1,0.19709147795222187
TRIM28,KLF11,1,0.012898767459462277
HMGA1,KLF11,-1,-0.03122310095210597
TP53,KLF11,-1,-0.01055902101912104
PBX1,KLF11,1,0.04688024078749121
NFYA,KLF11,1,0.01809828245248698
KLF15,KLF11,-1,-0.0002882495213083238
JDP2,KLF11,-1,-0.001558564569779939
THRA,KLF11,-1,-0.003002679896576244
PPARG,KLF11,1,0.13352116993268162
POU3F4,KLF11,-1,-0.017656108028597316
NFKB1,KLF11,1,0.04543795087948239
HBP1,KLF11,1,0.03442699016636729
ELF4,KLF11,1,0.19971005462361474
PRRX1,KLF11,-1,-0.009127180397983492
HOXD13,KLF11,1,0.005110054186391803
ATF2,KLF11,1,0.052654426477718515
POU3F2,KLF11,-1,-0.10904191107758662
HOXD11,KLF11,1,0.018422130950853155
MAFB,KLF11,1,0.08311653602889771
ARID3A,KLF11,1,0.060101342049083864
TBP,KLF11,1,0.04972759600461203
TFAP2A,KLF11,1,0.007158950626424024
EN1,KLF11,1,0.030429839009745465
ELF5,SP4,1,0.031203393882054113
LHX6,SP4,-1,-0.042956344564093835
ELF3,SP4,1,0.11957775349953062
E2F1,SP4,1,0.07080811451993123
SOX21,SP4,1,0.0065336923639220616
ZNF281,SP4,1,0.04291719193062535
TRIM28,SP4,-1,-0.00979038919979148
SP1,SP4,1,0.11006924048534064
ZNF219,SP4,-1,-0.08341015316876924
KLF11,SP4,1,0.07585505862082398
HOXC13,SP4,-1,-0.016312519966908884
E2F4,SP4,-1,-0.0853541866792315
PBX1,SP4,1,0.11135349498662439
ZNF282,SP4,1,0.019790161837585557
KLF15,SP4,1,0.05685370151930308
SPI1,SP4,-1,-0.10105982224547297
POU3F3,SP4,1,0.27286414214228394
EWSR1,SP4,-1,-0.10992234214791828
MYCN,SP4,1,0.12356719537176583
VDR,SP4,1,0.0404794016673966
SOX12,SP4,-1,-0.011932510164315773
JUN,SP4,-1,-0.0763631745730711
CEBPG,SP4,1,0.06418085356181988
NKX2-5,SP4,-1,-0.02438671851410517
RUNX1,SP4,1,0.02615044099265478
SOX11,SP4,1,0.04279803358206059
EMX2,SP4,-1,-0.018361405361611374
EGR1,SP4,1,0.06971137424715192
HOXC6,SP4,-1,-0.055762209956886806
KLF12,SP4,1,0.32221065729985787
FOXC2,SP4,-1,-0.056759973185906094
PITX1,SP4,1,0.003860689864536101
POU3F2,SP4,1,0.09405194403417705
MAZ,SP4,-1,-0.03794939369398859
HOXB13,SP4,1,0.07967143774314804
AR,SP4,1,0.1245248376266958
MAFB,SP4,1,0.04103320806633939
PEG10,SP4,1,0.014251729492632153
BCL6,SP4,-1,-0.03603447252122098
TFAP2A,SP4,-1,-0.12165661784902106
CPEB1,SP4,1,0.03027390725726192
ZNF35,SP4,1,0.20404347125390382
TFAP4,SP4,1,0.16599234820808745
ELF3,HOXC13,1,0.09524770668281572
SP1,HOXC13,-1,-0.12866082019251143
KLF11,HOXC13,1,0.015261772631087337
SOX4,HOXC13,1,0.05046964129289413
KLF15,HOXC13,-1,-0.01617622494401713
SOX2,HOXC13,-1,-0.02138052766545909
EWSR1,HOXC13,1,0.015399813840610298
CEBPD,HOXC13,1,0.012942109103350426
PATZ1,HOXC13,1,0.008664858078713665
POU3F4,HOXC13,1,0.047744007213943875
MYCN,HOXC13,1,0.07611614056045783
MZF1,HOXC13,1,0.05691166425392326
CEBPG,HOXC13,1,0.03005201859913645
FOXC2,HOXC13,1,0.21402622969951032
MAZ,HOXC13,1,0.11918100760035247
ARID3A,HOXC13,1,0.11831061169251575
SREBF1,HOXC13,1,0.0017335980698542708
MEOX2,E2F4,1,0.02004814839015305
ELK1,E2F4,1,0.05527429667593436
E2F1,E2F4,1,0.1990943610379535
ETS1,E2F4,1,0.00886218730465257
MEF2A,E2F4,1,0.28251764150308845
ZNF281,E2F4,1,0.2324682258020604
TRIM28,E2F4,1,0.17050770267504844
TP53,E2F4,1,0.061697916004195226
PBX1,E2F4,-1,-0.05699781460840627
GABPA,E2F4,1,0.0827360660028462
ETV6,E2F4,1,0.08782228006429703
TEAD3,E2F4,1,0.16370715777731928
SPI1,E2F4,1,0.14702257301323463
THRA,E2F4,1,0.04896864511593836
POU3F3,E2F4,1,0.2019755240646595
ZBTB16,E2F4,-1,-0.1088576977461788
IKZF1,E2F4,-1,-0.18102117446236912
CEBPG,E2F4,-1,-0.044190433297000425
TAL1,E2F4,1,0.1902329027593726
RUNX1,E2F4,1,0.05582969518251635
ELF4,E2F4,-1,-0.09596772453653721
EGR1,E2F4,-1,-0.07499509193225733
FOXF2,E2F4,-1,-0.0017627759436167334
HOXC6,E2F4,-1,-0.02240012786330919
ETV5,E2F4,1,0.005614448581177136
POU3F2,E2F4,-1,-0.15990445045008808
HOXB2,E2F4,1,0.0537559766768255
HOXD11,E2F4,-1,-0.10388155456483447
ETV3,E2F4,1,0.007788112835123612
FLI1,E2F4,-1,-0.013299068836203892
HOXB13,E2F4,-1,-0.013133746156071406
TBX5,E2F4,-1,-0.013565337701087312
ZNF350,E2F4,1,0.03796782546495723
FOXP3,E2F4,1,0.3015471449628607
HIC1,E2F4,1,0.024738140423328506
FOXO3,E2F4,-1,-0.08335793445913531
NKX6-1,E2F4,1,0.14604743819401927
ASCL2,E2F4,-1,-0.2587123712518678
PAX6,E2F4,-1,-0.026706164913138205
SOX18,SOX4,1,0.09829725767311297
MEOX2,SOX4,-1,-0.006864719095376615
ELK1,SOX4,-1,-0.037637945326628564
TFCP2,SOX4,-1,-0.03401335631542748
ESRRG,SOX4,-1,-0.17689719917780913
ZNF652,SOX4,1,0.023235039368548618
ELF3,SOX4,1,0.06932086544242577
E2F1,SOX4,1,0.03555160047620364
SOX21,SOX4,1,0.001232867374074801
MEF2A,SOX4,-1,-0.2773924122445519
