Source,Target,Edge,Coef
PATZ1,ELF5,-1,-0.032208152584299564
CEBPA,ELF5,1,0.0021954674797492442
MYCN,ELF5,1,0.030005275428853728
NKX2-5,ELF5,1,0.0640399564069155
RUNX2,ELF5,1,0.031157056975968607
TFAP2C,ELF5,1,0.03132792340593142
NR2F1,ELF5,1,0.02106297118345894
RORA,ELF5,1,0.07103043341283595
TBX5,ELF5,1,0.04839483653218806
AR,ELF5,1,0.05681858363056481
HIC1,ELF5,1,0.05868069770379792
RUNX3,ELF5,1,0.04395396894296202
NFATC4,ELF5,-1,-0.02159388462426183
BCL6,ELF5,1,0.011144555733704294
SREBF1,ELF5,-1,-0.012398134581109868
TFAP2A,ELF5,1,0.07445750883765222
PARP1,ELF5,1,0.015393568632749587
HSF1,MEOX2,1,0.06010587968205352
SP100,MEOX2,1,0.001551860312707032
ESRRG,MEOX2,1,0.13228336815607103
RARA,MEOX2,1,0.019083049531532927
SREBF2,MEOX2,1,0.010025627770328196
HOXD10,MEOX2,1,0.03104139439882515
SOX21,MEOX2,-1,-0.042198658931957886
SOX9,MEOX2,1,0.22651135839696157
FOXJ1,MEOX2,1,0.017244680270079228
PLAG1,MEOX2,-1,-0.033698260918113135
NEUROD1,MEOX2,1,0.029578152406825587
HMGA1,MEOX2,-1,-0.14561349864836073
SOX4,MEOX2,-1,-0.09316269602748728
PBX1,MEOX2,1,0.16028231019643593
RXRA,MEOX2,-1,-0.10831100025338636
SOX15,MEOX2,1,0.03402840210064681
TEAD3,MEOX2,1,0.179662738832618
LEF1,MEOX2,1,0.05629700145139501
SOX13,MEOX2,-1,-0.07210570841284268
HMGA2,MEOX2,-1,-0.026202490610482996
ELF1,MEOX2,1,0.08368979606384347
SOX2,MEOX2,-1,-0.14114509790735652
SRF,MEOX2,-1,-0.0934080965453343
PPARG,MEOX2,1,0.0016467477602585179
TRAF4,MEOX2,1,0.1046169031608304
