,HR,p_value
127,1.0245197007101075,0.7653910787451297
128,1.0532829749529415,0.5490716772796378
129,0.9128253664315829,0.32645064332568796
130,0.9498726714201833,0.5402169501082594
131,0.8800806914982628,0.19637300211968758
132,0.9854791291360588,0.8650883703912614
133,1.0786807168796544,0.4005164295165172
134,1.1038875157665133,0.29737512800657395
135,1.2628025363796274,0.030242058291519446
136,1.1316346104575494,0.14354758499635692
137,0.9521479955466484,0.5631728708516722
138,0.7814097331149371,0.010324213640722057
139,1.067403797715328,0.5111055341307971
140,0.9400511684597112,0.5175951840528357
141,1.2366499629610046,0.013798711396160098
142,0.9182231341727966,0.4062893775176215
143,1.1571959596830246,0.054950421349585984
144,1.068644985973289,0.4560366778170034
145,1.0090970926485874,0.9250315324082067
146,1.1642585941965877,0.08820430492254404
147,1.0807032379065322,0.3885163825896977
148,1.1950555294006875,0.08775082389199361
149,1.1750074339513856,0.04074391556516386
150,1.091051459757223,0.4269836657641254
151,1.2937797263158033,0.03872294180494098
152,0.9079418449667932,0.28319203072485943
153,1.0543147350899245,0.6360022408261294
154,1.0298577290621767,0.7825589959683652
155,1.001916145364046,0.9842040650866426
156,0.8515197383938847,0.08680908108339291
157,0.8518449591180034,0.06215288002650407
158,0.91542321034025,0.3442214836460724
159,0.9477295836573629,0.5155409134221275
160,1.0567983894933701,0.5550156346072429
161,0.9044720891797363,0.23589552211540735
162,0.8069976663760156,0.03488608915464389
163,0.868081481017778,0.12105302180247346
164,1.2135276385321758,0.02137255805280094
165,1.1526111869309306,0.13761454392945593
166,1.1149233103753842,0.26533596019990413
167,1.0330553126319804,0.7609160138957496
168,1.1982502592773865,0.08083226797485214
169,1.2095437969893255,0.017255996384692673
170,1.1657121390480034,0.06033582652538953
171,0.9708878527009284,0.746322539617096
172,1.3139483859099006,0.0010056364782853495
173,1.1510475796452606,0.09982103558955718
174,0.9984207435535805,0.9866633497758678
